channelTitle,videoId,videoTitle,yogaSubject,YogaChallenge,release_date,release_time,duration,viewCount,likeCount,commentCount,defaultLAudioLanguage,videoCategoryLabel
Yoga with Kassandra,1UlikY_YN5o,30 min Yoga Stretch - Full Body Flexibility Yoga,Vinyasa Flow Yoga,FALSE,2017-01-26,15:15:24,33:57,475444,9542,381,en,Howto & Style
Yoga with Kassandra,xyAY1zyuDeg,The Principles of Yin Yoga - Philosophy & Practice of Yin Yoga,Yin Yoga,FALSE,2017-01-24,14:58:20,09:31,126805,3149,105,en,Howto & Style
Yoga with Kassandra,xV061MAkARk,45 min Lower Body Yoga Sculpt,Vinyasa Flow Yoga,FALSE,2017-01-19,18:11:59,45:16,93994,1982,120,en,Howto & Style
Yoga with Kassandra,7qoDFdT-4KM,Beginner Yoga for the Inflexible - Special Guest Melissa West,Beginner Yoga,FALSE,2017-01-12,13:59:56,49:53,34162,615,87,en,Howto & Style
Yoga with Kassandra,xo-wRwQem5Q,"45 min Yin for Liver Health - Hips & Side Body, Liver & Gall Bladder Meridians",Yin Yoga,FALSE,2017-01-05,15:19:46,42:04,352741,6951,307,en,Howto & Style
Yoga with Kassandra,LAEHvj2lD4o,30 min Total Body Yoga Workout - Yoga Strength & Sculpt,Power Yoga,FALSE,2016-12-29,14:46:27,30:15,447466,8050,321,en,Howto & Style
Yoga with Kassandra,hdszDaFX8BY,1 Hour Yin Yoga Kidney Meridian - Inner Thighs & Spine Yin Yoga,Yin Yoga,FALSE,2016-12-22,16:02:42,52:29,141012,2938,149,en,Howto & Style
Yoga with Kassandra,uPa2q_fl7sA,Year End Review & Goal Setting Session - My Process for Creating Your Dream Life!,Other,FALSE,2016-12-19,15:10:55,14:47,46898,1425,136,en,Howto & Style
Yoga with Kassandra,cdq6nfAWu4c,"45 min Upper Body Yoga Sculpt - Core, Upper Body & Arm Balances",Vinyasa Flow Yoga,FALSE,2016-12-15,15:58:32,42:16,162373,3353,199,en,Howto & Style
Yoga with Kassandra,4Umm48Mrzf4,1 Hour Bird of Paradise Yoga - Vinyasa Flow for Shoulders & Hamstrings,Vinyasa Flow Yoga,FALSE,2016-12-01,15:01:59,50:48,88362,1890,87,en,Howto & Style
Yoga with Kassandra,Mfv1oYRsh7U,30 min Yoga Super Slow Flow - Moving In Honey,Vinyasa Flow Yoga,FALSE,2016-11-17,16:37:01,29:47,89217,2357,233,en,Howto & Style
Yoga with Kassandra,a61FwAG1F-8,Chakra Yin Yoga - Energy Balance Yin Yoga Full Class {75 min},Yin Yoga,FALSE,2016-11-10,14:44:41,14:30,635728,7302,493,en,Howto & Style
Yoga with Kassandra,6XhNeEJzOE8,Yin Yoga Talk - SOUL Purpose with Bernie Clark (ep 004),Yin Yoga,FALSE,2016-11-02,12:51:16,32:09,12380,269,18,en,Howto & Style
Yoga with Kassandra,UmDS4NgaYe8,"45 min Heart Opening Yoga - Yoga for Chest, Shoulder & Upper Back Flexibility",Vinyasa Flow Yoga,FALSE,2016-10-27,14:45:28,43:23,125074,2982,162,en,Howto & Style
Yoga with Kassandra,94hMk05dTws,30 min Yin Yoga for Upper Back Knots - Beginner Yin for Upper Body Pain,Beginner Yoga,FALSE,2016-10-20,16:40:51,32:20,939882,11113,418,en,Howto & Style
Yoga with Kassandra,bFSlGdyy6g8,Creating an Online Fitness Business - SOUL Purpose with Super Sister Fitness (Ep. 003),Tutorial,FALSE,2016-10-16,19:44:13,27:24,2006,37,5,en,Howto & Style
Yoga with Kassandra,uWEu0Z-rokU,Full Moon Yoga - Moon Salutations Slow Flow,Vinyasa Flow Yoga,FALSE,2016-10-13,14:19:43,39:03,211470,3732,144,en,Howto & Style
Yoga with Kassandra,HDx5v-F6LHY,30 min Hip Flexor Stretch Yoga - Vinyasa Yoga for Your Hips & Psoas,Vinyasa Flow Yoga,FALSE,2016-10-06,11:43:20,25:53,113137,2718,143,en,Howto & Style
Yoga with Kassandra,YSrJ6k_eVgA,45 min Energy Boost & Detox Vinyasa Yoga Flow,Vinyasa Flow Yoga,FALSE,2016-09-22,14:38:23,45:42,378590,6463,332,en,Howto & Style
Yoga with Kassandra,aeAn_U8vg4c,45 min Stress Relief Yoga for Beginners,Beginner Yoga,FALSE,2016-09-15,13:45:59,44:29,171425,3225,194,en,Howto & Style
Yoga with Kassandra,moj7zYr-xIA,Yoga for Headaches & Migraine Relief - Gentle Yoga for Tension Headaches,Vinyasa Flow Yoga,FALSE,2016-09-01,17:26:41,15:07,245704,5766,153,en,Howto & Style
Yoga with Kassandra,qHNIfiCHVD8,"Sex, Tantra & Online Businesses - SOUL Purpose with Layla Martin (ep. 002)",Tutorial,FALSE,2016-08-28,15:45:48,29:15,16295,136,17,en,Howto & Style
Yoga with Kassandra,xv3mhp4GIZI,"Yin Yoga for Neck, Shoulders & Hips - 1 Hour Yoga Class",Yin Yoga,FALSE,2016-08-25,13:38:17,00:14,485325,6577,300,en,Howto & Style
Yoga with Kassandra,QYz3p4RiW7s,Confessions of an Online Yoga Teacher,Other,FALSE,2016-08-15,16:26:37,17:28,19691,851,219,en,Howto & Style
Yoga with Kassandra,-t2fqc6cTj8,30 min Full Body Yoga Tune Up - Slow Flow Yoga Stretch,Vinyasa Flow Yoga,FALSE,2016-08-11,12:25:48,31:48,468996,8754,348,en,Howto & Style
Yoga with Kassandra,0rBWqdhZ2vY,1 Hour Yoga for Tight Hips & Lower Body Flexibility,Vinyasa Flow Yoga,FALSE,2016-08-06,11:26:41,54:50,624799,9501,534,en-US,Howto & Style
Yoga with Kassandra,rl0AiHrCr1M,30 min Low Back Hatha Yoga to Relieve Low Back Tension,Vinyasa Flow Yoga,FALSE,2016-07-31,17:28:35,31:15,142906,3300,123,en,Howto & Style
Yoga with Kassandra,qKcwMZsaI2A,"Social Media, Sensitivity & Spirituality - SOUL Purpose with Candace Van Dell (Ep. 001)",Tutorial,FALSE,2016-07-25,17:22:12,35:14,3363,98,47,en,Howto & Style
Yoga with Kassandra,TnCIKH4kh94,30 min Spicy Core Yoga - Core Strength & Ab Toning Yoga,Vinyasa Flow Yoga,FALSE,2016-07-21,15:44:04,32:20,279451,4938,259,en,Howto & Style
Yoga with Kassandra,7J00Oz0MbqQ,1 Hour Yoga for Balance & Strength - Journey to Dancer's Pose,Vinyasa Flow Yoga,FALSE,2016-07-14,13:24:26,56:44,109891,2190,112,en,Howto & Style
Yoga with Kassandra,8icnUDhlWw0,30 min Yin Yoga - Hips & Hamstrings Deep Stretch,Yin Yoga,FALSE,2016-07-07,14:19:14,30:12,154279,2576,103,en,Howto & Style
Yoga with Kassandra,6krzgrpYT5Y,New Moon Yoga Flow - Set Your Intention & Tune In,Vinyasa Flow Yoga,FALSE,2016-07-03,19:30:20,41:03,112854,2524,153,en,Howto & Style
Yoga with Kassandra,MjocHGuYWBo,Jealousy Triggers ↣ What jealousy means and how to cope with it ❤,Other,FALSE,2016-06-29,16:58:49,10:33,5577,278,36,en,Howto & Style
Yoga with Kassandra,aDpM-t-YLz0,1 Hour Beginner Yoga - Full Body Yoga for Strength and Flexibility,Beginner Yoga,FALSE,2016-06-23,15:43:14,54:13,930244,14106,431,en,Howto & Style
Yoga with Kassandra,UjZLEJaO09I,1 Hour Backbend Yoga - Vinyasa Yoga for Spine Flexibility & Strength,Vinyasa Flow Yoga,FALSE,2016-06-16,13:18:26,52:26,180476,4439,202,en,Howto & Style
Yoga with Kassandra,ALBxKSIWQ64,1 Hour Yoga to Work Your Weak & Stiff Side,Vinyasa Flow Yoga,FALSE,2016-06-09,15:27:32,50:53,34339,782,66,en,Howto & Style
Yoga with Kassandra,HuXduUHEvfk,30 min Morning Yin Yoga Class - Best Morning Yoga Stretches,Morning Yoga,FALSE,2016-05-26,14:24:58,32:07,243770,4594,277,en,Howto & Style
Yoga with Kassandra,NQbNaXXfP-Q,"Joy Meditation & 20,000 Subscribers!!! - Day 30/30 Day Meditation Challenge",Meditation,TRUE,2016-05-20,13:11:09,22:11,3032,96,24,en-US,Entertainment
Yoga with Kassandra,KYGcKnaTFDk,Mind Over Matter Meditation - Day 29/30 Day Meditation Challenge,Meditation,TRUE,2016-05-19,21:57:04,20:47,4356,84,9,en-US,Entertainment
Yoga with Kassandra,ZMAhowDP7ZA,Courage vs Fear Meditation - Day 28/30 Day Meditation Challenge,Meditation,TRUE,2016-05-18,21:28:33,22:31,3439,115,9,en-US,Entertainment
Yoga with Kassandra,1E0N51he9nc,Loneliness & Friendship Meditation - Day 27/30 Day Meditation Challenge,Meditation,TRUE,2016-05-18,01:21:27,18:16,4177,108,10,en-US,Entertainment
Yoga with Kassandra,I-t58KFHHeo,5 min Meditation - Day 26/30 Day Meditation Challenge,Meditation,TRUE,2016-05-16,19:12:58,10:35,2922,96,6,en-US,Entertainment
Yoga with Kassandra,xjG4lzkq3fc,Reaching Your Goals - Day 25/30 Day Meditation Challenge,Meditation,TRUE,2016-05-15,13:25:43,18:02,3333,91,11,en-US,Entertainment
Yoga with Kassandra,U0fEozvAWIk,Healing & Health Meditation - Day 24/30 Day Meditation Challenge,Meditation,TRUE,2016-05-14,15:27:24,19:11,3046,78,4,en-US,Entertainment
Yoga with Kassandra,a9pM86SS3z8,Being True To Yourself - Day 23/30 Day Meditation Challenge,Meditation,TRUE,2016-05-13,15:45:06,31:41,3691,97,7,en-US,Entertainment
Yoga with Kassandra,6FScvU4mS6c,Sadness & Grief Meditation - Day 22/30 Day Meditation Challenge,Meditation,TRUE,2016-05-12,20:25:48,20:55,3258,92,16,en-US,Entertainment
Yoga with Kassandra,GVWmqJRHsIM,Kindness Meditation - Day 21/30 Day Meditation Challenge,Meditation,TRUE,2016-05-11,21:30:58,20:05,2330,87,7,en-US,Entertainment
Yoga with Kassandra,29cJs_aFi6c,5 min Meditation - Day 20/30 Day Meditation Challenge,Meditation,TRUE,2016-05-11,01:33:28,08:56,3902,118,10,en-US,Entertainment
Yoga with Kassandra,_C5QFdoD30E,Forgiveness Meditation - Day 19/30 Day Meditation Challenge,Meditation,TRUE,2016-05-09,21:33:12,26:51,2704,93,12,en-US,Entertainment
Yoga with Kassandra,oV5j-I040rE,Sleep & Relaxation - Day 18/30 Day Meditation Challenge,Meditation,TRUE,2016-05-08,23:56:38,20:25,7428,100,6,en-US,Entertainment
Yoga with Kassandra,isyvMs7tUmM,Silence & Stillness Meditation - Day 17/30 Day Meditation Challenge,Meditation,TRUE,2016-05-07,14:38:22,13:46,3556,121,11,en-US,Entertainment
Yoga with Kassandra,1MrMhkAkCZQ,New Moon Meditation & Journaling Exercise - Day 16/30 Day Meditation Challenge,Meditation,TRUE,2016-05-06,12:31:17,24:30,3448,111,7,en-US,Entertainment
Yoga with Kassandra,-b_8Z27c-Bg,Compassion Meditation - Day 15/30 Day Meditation Challenge,Meditation,TRUE,2016-05-05,21:22:58,16:21,2516,105,13,en-US,Entertainment
Yoga with Kassandra,aKcmfrsccO8,Self-Esteem Affirmations - Day 14/30 Day Meditation Challenge,Meditation,TRUE,2016-05-05,00:11:41,22:16,3644,142,13,en-US,Entertainment
Yoga with Kassandra,MxvbR2VxtHY,Stress Relief Meditation - Day 13/30 Day Meditation Challenge,Meditation,TRUE,2016-05-03,22:57:12,24:01,4029,110,9,en-US,Entertainment
Yoga with Kassandra,g4qUeDdujLE,Clarity & Focus Meditation - Day 12/30 Day Meditation Challenge,Meditation,TRUE,2016-05-03,00:21:01,20:35,3474,130,18,en-US,Entertainment
Yoga with Kassandra,K9_qr8sa_yE,Patience Meditation - Day 11/30 Day Meditation Challenge,Meditation,TRUE,2016-05-01,14:25:08,18:56,3672,116,22,en-US,Entertainment
Yoga with Kassandra,P-pj1VtZ7I8,Intuition Meditation - Day 10/30 Day Meditation Challenge,Meditation,TRUE,2016-04-30,14:26:48,22:05,3491,137,19,en-US,Entertainment
Yoga with Kassandra,ElKWnBkPGa0,Inner Peace & Silence Meditation - Day 9/30 Day Meditation Challenge,Meditation,TRUE,2016-04-29,13:14:20,21:02,5524,129,15,en-US,Entertainment
Yoga with Kassandra,xrnmOguRtRo,Abundance Meditation - Day 8/30 Day Meditation Challenge,Meditation,TRUE,2016-04-28,22:30:36,25:10,4495,142,14,en-US,Entertainment
Yoga with Kassandra,5wUC4HlQwZc,20 min Full Body Yoga - Intermediate Vinyasa Yoga,Intermediate Yoga,FALSE,2016-04-28,14:00:50,21:02,1814721,22577,653,en,Howto & Style
Yoga with Kassandra,tmyKFuNPiPc,Attitude of Gratitude - Day 7/30 Day Meditation Challenge,Meditation,TRUE,2016-04-27,23:36:02,16:20,5537,177,24,en-US,Entertainment
Yoga with Kassandra,UelHiKJKgy0,Relaxation & Sleep Meditation - Day 6/30 Day Meditation Challenge,Meditation,TRUE,2016-04-27,01:28:24,26:36,15554,234,16,en-US,Entertainment
Yoga with Kassandra,kLLHGUvQrgs,Playfulness & Inner Child - Day 5/30 Day Meditation Challenge,Meditation,TRUE,2016-04-25,22:30:10,25:32,5240,165,29,en-US,Entertainment
Yoga with Kassandra,2tuQVSa0Zvo,Productivity Meditation - Day 4/30 Day Meditation Challenge,Meditation,TRUE,2016-04-24,17:23:13,22:40,5602,165,24,en,Howto & Style
Yoga with Kassandra,88HrtG1qYjQ,Acceptance & Non-Resistance - Day 3/30 Day Meditation Challenge,Meditation,TRUE,2016-04-23,14:21:56,17:20,7488,244,55,en-US,Entertainment
Yoga with Kassandra,1LWS25fqQEY,Inspiration & Creativity - Day 2/30 Day Meditation Challenge,Meditation,TRUE,2016-04-22,12:33:02,26:29,9911,270,32,en-US,Entertainment
Yoga with Kassandra,dO8ASENkx24,Full Moon Meditation - Day 1/30 Day Meditation Challenge,Meditation,TRUE,2016-04-21,10:54:06,22:55,25349,582,89,en-US,Entertainment
Yoga with Kassandra,I3g_Y1hX4yQ,30 Day Meditation Challenge - STARTS TOMORROW! Join me (it's free!),Meditation,TRUE,2016-04-20,21:41:07,09:26,10877,153,17,en-US,Entertainment
Yoga with Kassandra,vDrwLeCntdI,"30 min Yoga for Swimmers - Shoulders, Core, Back & Hips",Vinyasa Flow Yoga,FALSE,2016-04-14,15:54:49,28:22,107047,1936,92,en,Howto & Style
Yoga with Kassandra,bMFwcDRxS0s,30 min Yin Yoga At The Wall - Restorative Yin Yoga for Beginners,Beginner Yoga,FALSE,2016-04-07,12:47:40,32:24,66248,1114,54,en,Howto & Style
Yoga with Kassandra,Vm2bXoqDPAM,Yoga for Core Strength & Twists - 30 min Yoga Flow,Vinyasa Flow Yoga,FALSE,2016-03-31,11:32:44,29:50,56219,1361,80,en,Howto & Style
Yoga with Kassandra,0CIWoas1Wq4,30 min Iron Yoga 💪 Yoga with Weights Power Sculpt & Toning,Power Yoga,FALSE,2016-03-24,14:50:13,32:17,244875,4210,409,en,Howto & Style
Yoga with Kassandra,r2gItwZLbAw,Hands Free Vinyasa Flow - Yoga Class with No Planks or Downward Dog,Vinyasa Flow Yoga,FALSE,2016-03-17,14:08:24,30:27,319160,6022,352,en,Howto & Style
Yoga with Kassandra,Vv41zr-xy1c,1 Hour Advanced Yoga Flow - Arm Balances & Inversions,Advanced Yoga,FALSE,2016-03-10,13:46:19,59:45,295016,4860,313,en,Howto & Style
Yoga with Kassandra,rAyTBCFfCjk,Yoga for Legs & Thighs Workout - 14-Day Challenge FULL CLASS,Power Yoga,TRUE,2016-03-03,13:36:44,21:45,96415,1721,79,en,Howto & Style
Yoga with Kassandra,iQLaVHqeuww,14 Days of Strength & Stretch - Yin & Yang Yoga Challenge,Yin Yoga,TRUE,2016-03-01,14:45:54,00:58,78255,234,18,en,Howto & Style
Yoga with Kassandra,e5bsoMdSCDw,Beach Yoga HIIT Workout - 30 min Full Body Yoga Flow,Power Yoga,FALSE,2016-02-25,15:28:02,32:12,258942,4276,230,en,Howto & Style
Yoga with Kassandra,v6swEXGcYgA,How To Do A Vinyasa Flow - Yoga Tutorial for Beginners,Tutorial,FALSE,2016-02-22,14:06:21,07:31,13181,320,18,en,Howto & Style
Yoga with Kassandra,tSD35Q15rm8,Yoga for Wrists & Fingers - Yoga for Wrist Cramps & Carpal Tunnel,Vinyasa Flow Yoga,FALSE,2016-02-11,16:45:11,11:36,584868,14150,768,en,Howto & Style
Yoga with Kassandra,SRkxmo3xznM,Yin Side Body Stretch - 45 min Yin Yoga Full Class,Yin Yoga,FALSE,2016-02-04,13:26:18,45:30,179547,3299,144,en,Howto & Style
Yoga with Kassandra,LtdU47HwDzU,Advice for Yoga Beginners - Where To Start? Q&A,Beginner Yoga,FALSE,2016-01-28,22:44:10,11:22,137522,2955,91,en,Howto & Style
Yoga with Kassandra,jrCflAeC4NA,San Francisco Vlog!,Other,FALSE,2016-01-26,14:28:53,25:34,2046,62,6,en,Howto & Style
Yoga with Kassandra,sgoJhI8PhXs,1 Hour Vinyasa Flow for Shoulder Strength & Flexibility - 60 min Upper Body Yoga,Vinyasa Flow Yoga,FALSE,2016-01-22,01:28:31,57:22,129583,2609,153,en,Howto & Style
Yoga with Kassandra,PfWfDuR-9-k,Restorative Yoga Poses With A Bolster,Tutorial,FALSE,2016-01-14,14:32:00,06:30,108028,1841,57,en,Howto & Style
Yoga with Kassandra,K0H7gLahXEs,1 hour Vinyasa Flow For Flexibility - 60 min Intermediate Yoga,Intermediate Yoga,FALSE,2016-01-07,23:36:43,58:33,2216718,36735,3439,en,Howto & Style
Yoga with Kassandra,vdMdqZ6slpM,30 min Bedtime Yoga For A Good Night's Rest - Beginner Evening Yoga,Beginner Yoga,FALSE,2015-12-31,14:56:18,33:44,1291695,22141,616,en,Howto & Style
Yoga with Kassandra,WqU1ldjk4iY,Yoga Wheel Poses Demo - How I Use My Yoga Wheel,Other,FALSE,2015-12-29,21:28:16,03:34,95900,753,45,en,Howto & Style
Yoga with Kassandra,UOwJy--Fenk,1 Hour Yin Yoga Class for Flexibility - Full Body Deep Stretch,Yin Yoga,FALSE,2015-12-24,18:58:21,58:53,1025851,14709,606,en,Howto & Style
Yoga with Kassandra,oWQAto7svxo,Beginner Yin Yoga Full Body Stretch - Flexibility & Relaxation,Beginner Yoga,FALSE,2015-12-21,19:32:53,40:38,271250,3048,139,en,Howto & Style
Yoga with Kassandra,wjdE0ApPki0,Creative Vinyasa Flow - Advanced Sequences Full Body Flow,Advanced Yoga,FALSE,2015-12-17,16:07:29,23:58,159896,2917,235,en,Howto & Style
Yoga with Kassandra,Aw2PqSll6L0,How To Do A Forearm Stand - Pincha Mayurasana Tutorial & Exercises,Tutorial,FALSE,2015-12-09,14:38:48,08:00,29355,621,24,en,Howto & Style
Yoga with Kassandra,26m5JUI6z8s,Morning Yoga For Hip Flexibility & Energy - 30 min Vinyasa Yoga Class,Morning Yoga,FALSE,2015-12-04,16:29:07,27:12,1088020,15551,652,en,Howto & Style
Yoga with Kassandra,O4x2yIwPnJw,"MOJO Yoga Interview - Being on Youtube, Milestones, Role Models & More",Other,FALSE,2015-12-03,13:29:01,58:31,1592,26,13,en,Howto & Style
Yoga with Kassandra,2mUqSPdYeuA,How To Do Flying Pigeon Pose - Eka Pada Galavasana Tutorial,Tutorial,FALSE,2015-11-26,14:54:25,05:47,44331,657,24,en,Howto & Style
Yoga with Kassandra,60FFGCVANIU,15 min Core Strength Yoga,Power Yoga,FALSE,2015-11-19,16:01:54,13:34,47993,841,32,en,Howto & Style
Yoga with Kassandra,xjydKAeF4qY,Morning Yoga Practice - A Timelpase,Morning Yoga,FALSE,2015-11-16,13:48:24,03:11,7752,195,20,en,Howto & Style
Yoga with Kassandra,FP9SonWkZDc,Lower Body Vinyasa Flow Full Class - 20 min Body Sculpt,Vinyasa Flow Yoga,FALSE,2015-11-12,23:43:48,18:24,35975,759,34,en,Howto & Style
Yoga with Kassandra,Nb2jQAOWii0,30 min Yin Yoga for Digestion - Reduce Bloating & Cramps,Yin Yoga,FALSE,2015-11-05,15:06:20,31:36,394102,5657,181,en,Howto & Style
Yoga with Kassandra,bIRkdHoSHcY,Yoga Book Recommendations! My Top 5 Picks,Other,FALSE,2015-11-02,15:07:02,06:18,20490,562,16,en,Howto & Style
Yoga with Kassandra,FMFSfk37y0E,"Chicago Vlog! My Birthday, Youtube Event & Touristy Things :)",Other,TRUE,2015-10-26,23:32:01,05:17,1297,40,5,en,Howto & Style
Yoga with Kassandra,Z6jRKThDCBU,30 min Full Body Yoga - Intermediate Vinyasa Yoga,Intermediate Yoga,FALSE,2015-10-22,13:04:00,34:43,2947664,29319,1260,en-US,Howto & Style
Yoga with Kassandra,Mh6dTUg462Q,Yin Yoga for Hips - Hip Opening Yoga Stretches for Beginners,Beginner Yoga,FALSE,2015-10-15,14:02:36,29:16,202387,2744,119,en,Howto & Style
Yoga with Kassandra,yeOscvf8at8,Yoga FAQ - Your Quesitons Answered!,Other,FALSE,2015-10-13,13:51:35,09:35,5044,116,6,en,Howto & Style
Yoga with Kassandra,xirHmIq51dg,Yoga for Obliques & Side Body Stretch - Core Strength Yoga,Power Yoga,FALSE,2015-10-08,13:27:35,23:14,114494,2045,61,en,Howto & Style
Yoga with Kassandra,X2XnRCgaq6Y,"30 min Yoga for Women - Grace, Intuition & Sensuality",Vinyasa Flow Yoga,FALSE,2015-10-01,15:07:43,32:22,23853,499,37,en,Howto & Style
Yoga with Kassandra,mEsY7yaHfRM,"About Me, Your Questions Answered!",Other,FALSE,2015-09-28,13:45:31,06:32,11780,245,26,en,Howto & Style
Yoga with Kassandra,g6fqpQ2ioa8,1 hour Yin Yoga Splits Training Class - Yoga for Hamstring & Hip Flexibility,Yin Yoga,FALSE,2015-09-24,13:00:18,53:18,209781,3246,154,en,Howto & Style
Yoga with Kassandra,TjwN10hWu5s,CN Tower Edge Walk in Toronto - Yoga with Kassandra,Other,FALSE,2015-09-20,20:09:17,03:04,2054,36,17,en,Howto & Style
Yoga with Kassandra,WBw8sMpJkX8,Yoga for Travel - Jet Lag Yoga to Stretch Your Entire Body!,Vinyasa Flow Yoga,FALSE,2015-09-17,13:07:03,17:59,63102,1623,69,en,Howto & Style
Yoga with Kassandra,pjrdtybQoqE,Yoga with Cats - Bloopers & Cute Clips,Other,FALSE,2015-09-14,14:09:44,03:45,14593,359,40,en,Comedy
Yoga with Kassandra,f4NHZfk1Xb4,Beginner Yoga for Hips & Lower Back - Yoga for Sciatica Pain,Beginner Yoga,FALSE,2015-09-11,21:20:59,25:19,399523,7183,510,en,Howto & Style
Yoga with Kassandra,o4NX-2aHCyE,"Fluid Flow Timelapse - Yoga on the Water, Otter Lake Quebec",Vinyasa Flow Yoga,FALSE,2015-09-03,11:10:53,04:09,2748,62,10,en,Howto & Style
Yoga with Kassandra,Jr2tV05_dms,10 minute Plank Pose Challenge,Challenge,TRUE,2015-08-30,16:37:15,12:43,51670,762,67,en,Howto & Style
Yoga with Kassandra,zNo_z7S3Om4,Yoga for Beginners Flexibility & Strength - 20 min Beginner Yoga Class,Beginner Yoga,FALSE,2015-08-27,11:13:57,18:45,146581,2740,113,en,Howto & Style
Yoga with Kassandra,xq-Zd3jE-bU,30 min Yoga Detox Flow - Twists & Forward Folds,Vinyasa Flow Yoga,FALSE,2015-08-20,12:13:07,28:20,33601,712,41,en,Howto & Style
Yoga with Kassandra,SFlC3OAnEmY,45 min Yin Yoga for Anxiety & Stress (ft. my cat Cleo),Yin Yoga,FALSE,2015-08-13,11:57:34,44:10,125128,1890,99,en,Howto & Style
Yoga with Kassandra,Zp_7LKwPe5g,Vinyasa Yoga for Backbends - 40 min Class to Get Into Wheel Pose!,Vinyasa Flow Yoga,FALSE,2015-08-06,12:18:06,40:16,76920,1419,70,en,Howto & Style
Yoga with Kassandra,_CUV5aok4EQ,Yoga with Kassandra Channel Intro - Free Weekly Full Length Yoga Classes!,Other,FALSE,2015-08-03,21:23:04,01:37,20775,162,16,en,Howto & Style
Yoga with Kassandra,168kLvznnMM,45 min Yoga for Core Strength & Balance - Strong Yoga Flow Workout,Vinyasa Flow Yoga,FALSE,2015-07-30,11:17:29,42:05,158618,3020,178,en,Howto & Style
Yoga with Kassandra,pNKy1_69H4Y,Yin Yoga for a Deep Hip Stretch - Hip Opening Yoga Stretches,Yin Yoga,FALSE,2015-07-23,12:24:05,45:45,410001,4213,169,en,Howto & Style
Yoga with Kassandra,1j4984Mqx7Q,Restorative Yoga for Aching Joints - Yoga for Arthritis,Vinyasa Flow Yoga,FALSE,2015-07-16,12:03:55,16:45,203290,2733,111,en,Howto & Style
Yoga with Kassandra,SsJcAdrGR6Y,15 min Yoga for Energy - Afternoon Vinyasa Flow,Vinyasa Flow Yoga,FALSE,2015-07-09,20:44:29,13:03,149159,4175,115,en,Howto & Style
Yoga with Kassandra,ZBwCs2s6o70,Yoga Stretch for Cyclists - Yoga for Open Hips & Quad Stretch,Vinyasa Flow Yoga,FALSE,2015-07-02,13:07:13,22:25,488970,6169,263,en,Sports
Yoga with Kassandra,fEaUDEcbqw8,Yoga for Office Workers - Beginner Yoga for Those Who Sit All Day!,Beginner Yoga,TRUE,2015-06-25,14:11:08,25:02,90595,1714,71,en,Sports
Yoga with Kassandra,jTD_5CB6-JU,Yoga Flow Side Body Stretch & Strength (with cats!) - 25 min Class,Vinyasa Flow Yoga,FALSE,2015-06-11,11:10:47,24:36,34924,951,56,en,Sports
Yoga with Kassandra,wX7yAaPapkE,"15 min Yoga for PMS, Menstrual Cramps, Bloating & Low Back Discomfort",Vinyasa Flow Yoga,FALSE,2015-06-04,21:48:31,14:51,241708,5944,161,en,Sports
Yoga with Kassandra,28oj6Cs9S0E,Restorative Yoga for Back Pain - Back Pain Relief in 15 Minutes,Vinyasa Flow Yoga,FALSE,2015-05-24,17:22:24,15:47,204711,4242,102,en,Sports
Yoga with Kassandra,vE3Ale0efdE,10 min Yoga High Intensity Cardio Workout,Power Yoga,FALSE,2015-05-15,21:10:28,12:20,433338,6553,247,en-US,Sports
Yoga with Kassandra,hebq5ZV-mGM,Yoga for Hockey Players - 30 Minute Yoga Class,Vinyasa Flow Yoga,FALSE,2015-05-08,21:03:39,30:37,131413,1408,63,en-US,Sports
Yoga with Kassandra,V9-FluBuW3s,Power Yoga Flow - Total Body Workout 30 min Class,Power Yoga,FALSE,2015-04-26,14:14:51,33:33,153746,2503,119,en,Sports
Yoga with Kassandra,JERSrxCHbHc,"Yoga for Golfers - Improve Your Swing, Open Shoulders, Hips & Low Back",Vinyasa Flow Yoga,FALSE,2015-04-18,15:47:59,16:33,314548,2134,76,en,Sports
Yoga with Kassandra,yW1XD5hRUu4,30 min Yin Yoga for Low Back & Posture - Yoga for a Healthy Spine,Yin Yoga,FALSE,2015-04-11,13:27:10,23:47,116916,1714,55,en,Sports
Yoga with Kassandra,9HmA8mr9248,How To Do A Supported Headstand - Inversions for Beginners PART 3,Beginner Yoga,FALSE,2015-04-03,13:04:21,06:49,36426,519,21,en,Sports
Yoga with Kassandra,WEEvCXDWsdA,30 min Yoga for Tight Hips,Vinyasa Flow Yoga,FALSE,2015-03-24,22:32:45,35:45,118665,1688,101,en,Sports
Yoga with Kassandra,kmby4J4Bg_I,How To Do A Tripod Headstand - 3 Different Methods PART 2,Tutorial,FALSE,2015-03-19,21:05:51,06:12,43988,347,25,en,Sports
Yoga with Kassandra,1SMygye9Aj4,My Home Practice - A Yoga Timelapse,Other,FALSE,2015-03-18,12:17:46,03:28,4893,102,NA,en,Sports
Yoga with Kassandra,IHAzORjclzk,15 min Yoga for Runners - Getting Into The IT Band with Yoga Stretches,Vinyasa Flow Yoga,FALSE,2015-03-15,15:46:25,16:33,96795,1333,43,en,Sports
Yoga with Kassandra,KhLhXvQWHI4,How To Do A Headstand - PART 1 - Preparation Poses & Sequences,Tutorial,FALSE,2015-03-08,20:00:27,08:33,47517,867,28,en,Sports
