channelTitle,videoId,videoTitle,yogaSubject,YogaChallenge,release_date,release_time,duration,viewCount,likeCount,commentCount,defaultLAudioLanguage,videoCategoryLabel
Yoga with Kassandra,ZihECAP44Ro,30 min Yin Yoga for Relaxation & Stress Relief,Yin Yoga,FALSE,2015-03-01,16:41:22,33:30,265128,3479,169,en,Sports
Yoga with Kassandra,_Bp3yM6Qz7c,Yoga for Surfers - 30 min Yoga Flow,Vinyasa Flow Yoga,FALSE,2015-02-21,13:15:37,28:57,202183,2148,NA,en,Sports
Yoga with Kassandra,mwztPQVZTEE,Chair Yoga for Seniors & Beginners,Beginner Yoga,FALSE,2015-02-11,19:17:34,14:39,66832,445,13,en,Sports
Yoga with Kassandra,am4hbi9ZH6A,Arm Balances Power Yoga - 30 min Yoga Workout,Power Yoga,FALSE,2015-01-28,20:38:29,32:07,51216,773,36,en,Sports
Yoga with Kassandra,9RoGG98K7K4,Vin to Yin Yoga for Stress Relief - All Levels Yoga,Yin Yoga,FALSE,2015-01-18,21:23:45,37:26,124942,2380,105,en,Sports
Yoga with Kassandra,eU9febp5yfY,"Yoga For Flexibility - Yoga for Dancers, Gymnasts & Figure Skaters",Vinyasa Flow Yoga,FALSE,2015-01-10,18:03:07,40:48,138367,2071,132,en,Sports
Yoga with Kassandra,ClzZlHs4rlk,Yoga Workout for Glutes - 20 min Yoga Class For A Better Booty!,Vinyasa Flow Yoga,FALSE,2014-12-28,17:14:55,18:33,128055,2529,77,en,Sports
Yoga with Kassandra,iN-FPh7r1yg,"30 min Yoga for Weightlifters, Powerlifters & Crossfit",Vinyasa Flow Yoga,FALSE,2014-12-15,23:07:59,32:33,426188,7354,220,en,Sports
Yoga with Kassandra,GSt251Ou3Cc,45 min Heart Opening Yoga Class - Backbending Yoga Flow,Vinyasa Flow Yoga,FALSE,2014-11-01,19:33:35,44:40,37300,782,51,en,Sports
Yoga with Kassandra,inH82bT-csI,Yoga for Your Feet - Yoga Poses to Relieve Foot and Ankle Tension,Vinyasa Flow Yoga,FALSE,2014-10-18,16:07:38,04:20,155654,1736,43,en,Sports
Yoga with Kassandra,Xr9Ag-lhOcc,Gentle Hatha Yoga Full Class - 20 min Yoga for Beginners,Beginner Yoga,FALSE,2014-09-20,23:38:51,22:36,30579,744,27,en,Sports
Yoga with Kassandra,kAcIkVt25h0,Yoga Warm Up - 10 min Simple Pre-Workout Sequence,Vinyasa Flow Yoga,FALSE,2014-09-14,16:24:47,11:17,141423,1990,49,en,Sports
Yoga with Kassandra,R8gsIruxnEM,30 min Morning Vinyasa Yoga Flow for a Boost of Energy,Morning Yoga,FALSE,2014-08-30,18:46:34,33:39,177863,4325,236,en,Sports
Yoga with Kassandra,uQQiFsm_qZI,"30 min Yin Yoga for Beginners - Yin for Neck, Shoulder & Upper Back Tension Relief",Beginner Yoga,FALSE,2014-08-22,12:19:30,32:58,752275,10712,930,en,Howto & Style
Yoga with Kassandra,_Je0nC-Z_Mg,15 min Morning Yoga Workout - Quick Stretch & Flow to Wake You Up!,Morning Yoga,FALSE,2014-08-15,23:23:16,16:56,192795,4098,157,en,Sports
Yoga with Kassandra,4j9BZtd1xV4,Quick Yoga Abs - Strong Core In 15 Minutes!,Power Yoga,FALSE,2014-07-25,17:05:38,14:19,86042,1607,56,en,Sports
Yoga with Kassandra,_xaqPjFdYuY,Yoga Flow for Beginners - 30 min Total Body Workout for Beginners (with cats!),Beginner Yoga,FALSE,2014-07-22,00:31:27,29:28,72912,1324,48,en,Sports
Yoga with Kassandra,y_A4SzNMDII,Yin Yoga to Restore & Reboot - 30 min Yoga Class Stretches,Yin Yoga,FALSE,2014-07-15,21:08:39,29:24,76639,1898,83,en-US,Sports
Yoga with Kassandra,RksUJ3yj1MA,"Vinyasa Yoga for Balance, Core Strength & Flexibility",Vinyasa Flow Yoga,FALSE,2014-07-09,19:55:53,22:31,195171,4122,274,en-US,Sports
Yoga with Kassandra,aD0rfz8D-KI,Advanced Yoga for Strong Legs - 25 min Yoga Class,Advanced Yoga,FALSE,2014-06-27,00:23:31,26:40,35479,598,42,en-US,Sports
Yoga with Kassandra,Tmzfot_6HcE,Yin Yoga for Runners - Hips and Hamstrings 30 min Deep Stretch,Yin Yoga,FALSE,2014-06-04,20:33:41,35:15,299704,2931,189,en-US,Howto & Style
Yoga with Kassandra,jWX6m6SMQYE,"30 min Yoga for Rock Climbers - Shoulders, Hips & Core",Vinyasa Flow Yoga,FALSE,2014-05-23,19:55:59,25:47,90594,906,70,en-US,Sports
Yoga with Kassandra,5tKOm0jSmh0,Int/Adv Power Yoga Class - Full Body Workout 30 minute Class,Vinyasa Flow Yoga,FALSE,2014-04-26,20:24:21,32:13,40357,754,57,en-US,Sports
Yoga with Kassandra,_RqQ4WTwjww,Gentle Hatha 30 min Beginner Yoga Class - Building A Strong Foundation,Beginner Yoga,FALSE,2014-04-25,00:48:36,29:43,89212,1051,45,en-US,Sports
Yoga with Kassandra,ebV0f8h800U,Yoga For Sleep - Restorative Yoga For A Good Night's Rest,Vinyasa Flow Yoga,FALSE,2014-04-09,13:36:00,25:10,47471,626,32,en-US,Sports
Yoga with Kassandra,Apn9IOQMrns,1 Hour Yin Yoga - Beginners Full Body Yoga Stretch,Beginner Yoga,FALSE,2014-04-06,18:25:20,01:11,310255,2710,186,en,Howto & Style
Yoga with Kassandra,4EUUNRfdlhw,Twist & Detox The Body - 30 min Yoga Class,Vinyasa Flow Yoga,FALSE,2014-04-06,03:32:06,31:54,27571,589,27,en-US,Sports
Yoga with Kassandra,BbRroBq1I78,Intermediate Yoga Core Workout - 30 min Vinyasa Yoga,Intermediate Yoga,FALSE,2014-04-05,17:08:58,24:24,37100,614,23,en-US,Sports
Yoga with Kassandra,YgeUkk1V_YA,Yoga Timelapse - Fidelity,Other,FALSE,2013-04-21,20:24:47,03:44,17409,337,32,en-US,Sports
